X,Y,OBJECTID,Name_e,Nom_f,Noms_Alt_Names,Description,Min_Scale_Echelle,Max_Scale_Echelle,CONCISCODE
-9613480.48345951,6232380.74547434,3152,Shack Lake,Lac Shack,,,50000,,Lake//Lac
-9613195.50829158,6215653.33675008,3153,Randle Point,Pointe Randle,,,50000,,Cape//Cap
-9606371.77729575,6208069.81774639,3154,Pic River,Rivière Pic,,,50000,,River//Cours d'eau
-9598524.76763013,6187240.109275,3155,Lake 7B12,Lac 7B12,,,50000,,Lake//Lac
-9568326.21790979,6114260.34354245,3156,Richardson Island,Île Richardson,,,50000,,Island//Île
-9603878.59250819,6211797.66208114,3157,Biitigong Nishnaabeg,,formerly Pic River First Nation,,50000,,Indian reserve//Réserve indienne
-9584219.92853531,6142694.47942266,3158,North Swallow River,Rivière North Swallow,Giiwednong zhaashawinibiis wi ziibi,,50000,,River//Cours d'eau
-9547803.78051654,6173229.73905279,3159,South Soldier Lake,Lac South Soldier,,,50000,,Lake//Lac
-9574423.48837192,6122929.92203442,3160,Berkstrom Lake,Lac Berkstrom,,,50000,,Lake//Lac
-9598258.68213731,6178578.68286285,3161,Cave Harbour,Havre Cave,,,50000,,Bay//Baie
-9499488.61263477,6158892.0798736,3162,Jarvey Lake,Lac Jarvey,,,50000,,Lake//Lac
-9604830.40844164,6208982.83682891,3163,Sewage Lagoons - Pukaskwa National Park,,,,50000,,Miscellaneous//Divers
-9594780.29877819,6172385.68404362,3164,Oiseau Bay,Baie Oiseau,Wiso wikwedon,,50000,,Bay//Baie
-9589215.35669929,6153536.31719991,3165,White Spruce River,Rivière White Spruce,,,50000,,River//Cours d'eau
-9565127.23210726,6116655.95328976,3166,Lake PUK 7,,,Name given during the 1990 - 1994 Aquatic Resources Inventory project,50000,,Lake//Lac
-9595358.23939324,6169326.36112493,3167,Nicols Cove,Anse Nicols,,,50000,,Bay//Baie
-9566939.17276076,6110549.99670136,3168,Pointe La Canadienne,Pointe La Canadienne,,,50000,,Cape//Cap
-9613568.79433232,6227258.14877337,3169,Penn Lake,Lac Penn,,,50000,,Lake//Lac
-9603817.58572388,6201291.13450167,3170,Picture Rock Harbour,Havre Picture Rock,Ga oname kwa,,50000,,Bay//Baie
-9599742.71575615,6178134.49286451,3171,Sewell Point,Pointe Sewell,,,50000,,Cape//Cap
-9589833.21336992,6152796.41602551,3172,Holdoms Lake,Lac Holdums,,,50000,,Lake//Lac
-9575234.31857613,6120637.4076962,3173,Sund Lake,Lac Sund,,,50000,,Lake//Lac
-9605190.71148256,6205700.42345049,3174,Hattie Cove,Anse Hattie,Mud Bay,,50000,,Bay//Baie
-9588353.72704339,6147489.89350954,3175,Hideaway Lake,Lac Hideaway,,,50000,,Lake//Lac
-9541579.20319604,6132274.33856145,3176,Lake PUK 12,,,Name given during the 1990 - 1994 Aquatic Resources Inventory project,50000,,Lake//Lac
-9589065.61175231,6196722.69841801,3177,Umbata Falls,Chutes Umbata,,,50000,,Falls//Chute
-9574850.94553779,6138651.1200032,3178,Lake PUK 10,,,Name given during the 1990 - 1994 Aquatic Resources Inventory project,50000,,Lake//Lac
-9598843.69625366,6198297.90810932,3179,Hook Falls,Chutes Hook,,,50000,,Falls//Chute
-9559115.62878313,6123223.23655632,3180,Camp Lake,Lac Camp,,,50000,,Lake//Lac
-9579356.89383587,6144631.17128149,3181,Lake PUK 4,,,Name given during the 1990 - 1994 Aquatic Resources Inventory project,50000,,Lake//Lac
-9596015.90383969,6170011.14382885,3182,Oiseau Point,Pointe Oiseau,,,50000,,Cape//Cap
-9607140.74253896,6205312.8304069,3183,Horseshoe Bay,Baie Horseshoe,,,50000,,Bay//Baie
-9566612.82471356,6113575.22874132,3184,Bonamie Cove,Anse Bonamie,,,50000,,Bay//Baie
-9586381.27454375,6144565.4056198,3185,Genevieve Lake,Lac Genevieve,,,50000,,Lake//Lac
-9616539.97695026,6226669.98287223,3186,Marathon,Marathon,,,50000,,Town//Ville
-9584517.23696198,6169647.18769822,3187,Lake PUK 21,,,Name given during the 1990 - 1994 Aquatic Resources Inventory project,50000,,Lake//Lac
-9560642.67022422,6107977.79359336,3188,Schist Falls,Chutes Schist,,,50000,,Falls//Chute
-9588282.94050592,6146158.93219319,3189,English Fishery Harbour,Havre English Fishery,,,50000,,Bay//Baie
-9591650.035621,6187705.60808371,3190,Brush Creek,Ruisseau Brush,,,50000,,River//Cours d'eau
-9568883.92735247,6114924.18726119,3191,Richardson Harbour,Havre Richardson,,,50000,,Bay//Baie
-9555849.65199585,6182294.85149889,3192,Lurch Falls,Chutes Lurch,,,50000,,Falls//Chute
-9591304.24113508,6164026.66556195,3193,Lake PUK 1,,,,50000,,Lake//Lac
-9553567.29918858,6182238.98721008,3194,Lurch Lake,,,,50000,,Lake//Lac
-9582345.52510964,6136013.85015515,3195,Swallow River,Rivière Swallow,,,50000,,River//Cours d'eau
-9573872.69972455,6152139.26474909,3196,Tip Top Mountain,Mont Tip Top,,,50000,,Mountain//Mont
-9552198.45251719,6185247.33185563,3197,Cabin Lake,Lac Cabin,,,50000,,Lake//Lac
-9541895.56375892,6185665.71771374,3198,Rein Lake,Lac Rein,,,50000,,Lake//Lac
-9550842.15038041,6180267.70280129,3199,Birch Lake,Lac Birch,,,50000,,Lake//Lac
-9503334.60222743,6155620.23956591,3200,Beaver Lake,Lac Beaver,,,50000,,Lake//Lac
-9598952.53433821,6175967.74433056,3201,Gids Harbour,Havre Gids,,,50000,,Bay//Baie
-9523732.49591978,6151964.20318068,3202,Widgeon Lake,Lac Widgeon,,,50000,,Lake//Lac
-9606649.75321631,6203932.19248523,3203,Campbell Point,Pointe Campbell,,,50000,,Cape//Cap
-9574741.33363008,6122045.35045072,3204,Weidman's Island,Île Weidman's,,,50000,,Island//Île
-9608764.04907347,6215173.75840237,3205,Keating Rock,Haut-fond Keating,,,50000,,Shoal//Haut-fond
-9609360.93402114,6214934.55775898,3206,Heron Bay,Baie Heron,,,50000,,Bay//Baie
-9606607.94715438,6206435.19791807,3207,Halfway Lake,Lac-A-Mi-Chemin,,,50000,,Lake//Lac
-9608203.07058961,6214796.36391643,3208,C.P.R. Island,Île C.P.R.,,,50000,,Island//Île
-9584841.22891527,6139374.74860824,3209,Grandma Stevens Pond,Etang Grandma Stevens,,,50000,,Lake//Lac
-9573312.96707396,6121347.46459542,3210,Otter Cove,Anse Otter,,,50000,,Bay//Baie
-9610084.08148856,6212063.95751418,3211,Prospect Cove,Anse Prospect,,,50000,,Bay//Baie
-9551158.08957114,6132540.08098098,3212,McDougall Lake,Lac McDougall,,,50000,,Lake//Lac
-9588940.64738088,6168691.08412527,3213,Lake 6A22,Lac 6A22,,,50000,,Lake//Lac
-9579343.06713391,6124473.03916179,3214,Otter Island,Île Otter,,,50000,,Island//Île
-9574207.56104573,6185695.27436089,3215,Willow Lake,Lac Willow,,,50000,,Lake//Lac
-9585343.70681586,6141114.02901603,3216,Newman's Bay,Baie Newman's,,,50000,,Bay//Baie
-9588156.62537871,6151568.4799165,3217,Gilbert's Lake,Lac Gilbert's,,,50000,,Lake//Lac
-9564060.7707115,6110267.14721937,3218,Davis Island,Île Davis,,,50000,,Island//Île
-9568175.75359454,6173104.64346311,3219,Lake PUK 17,,,Name given during the 1990 - 1994 Aquatic Resources Inventory project,50000,,Lake//Lac
-9603266.75370058,6203722.55851944,3220,Playter Harbour,Havre Playter,Gaginoo wiikweddowooga,,50000,,Bay//Baie
-9578837.20269982,6130318.30847303,3221,Cascade River,Rivière Cascade,,,50000,,River//Cours d'eau
-9563005.15869589,6156614.130314,3222,Lake PUK 15,,,Name given during the 1990 - 1994 Aquatic Resources Inventory project,50000,,Lake//Lac
-9574370.82705615,6119938.71985437,3223,Perry Lake,Lac Perry,,,50000,,Lake//Lac
-9578834.90640535,6129128.27208843,3224,Cascade Falls,Chutes Cascade,Ga waa sajo waana,,50000,,Falls//Chute
-9547604.4330339,6176044.00587431,3225,North Soldier Lake,Lac North Soldier,,,50000,,Lake//Lac
-9607550.58902074,6207883.12772734,3226,Pic River Dunes,Dunes Pic River,,,50000,,Miscellaneous//Divers
-9568254.52904904,6116755.36195654,3227,Tagouche Lake,Lac Tagouche,,,50000,,Lake//Lac
-9575780.25535537,6120394.12439853,3228,Deep Harbour,Havre Deep,,,50000,,Bay//Baie
-9601713.28262628,6200777.50678624,3229,White River,Rivière White,Chigaamiwinigum,,50000,,River//Cours d'eau
-9546254.42403068,6172069.88553031,3230,Soldier Hill,,,,50000,,Mountain//Mont
-9602017.35192648,6195330.39583889,3231,Old Coat Lake,Lac Old Coat,,,50000,,Lake//Lac
-9588054.78665319,6148753.30134538,3232,Lake PUK 2,,,Name given during the 1990 - 1994 Aquatic Resources Inventory project,50000,,Lake//Lac
-9608379.32468815,6217753.33127321,3233,Lunam Lake,Lac Lunam,,,50000,,Lake//Lac
-9599562.54477095,6182085.14087144,3234,Morrison Harbour,Havre Morrison,Miziinack onigiigan,,50000,,Bay//Baie
-9595255.63794158,6170386.30684287,3235,Dampier Cove,Anse Dampier,,,50000,,Bay//Baie
-9595979.26952925,6184610.04603396,3236,Caribou Lake,Lac Caribou,,,50000,,Lake//Lac
-9587622.62507418,6198239.45058833,3237,White River,Rivière White,Chigaamiwinigum,,50000,,River//Cours d'eau
-9548643.60158657,6121603.43388141,3238,Perry Lake,Lac Perry,,,50000,,Lake//Lac
-9574612.4662734,6120908.89661958,3239,Otter Head,,,,50000,,Cape//Cap
-9553868.3441097,6127402.40997807,3240,Lake PUK 8,,,Name given during the 1990 - 1994 Aquatic Resources Inventory project,50000,,Lake//Lac
-9580681.96510785,6184388.46610834,3241,Willow River,Rivière Willow,Wedoopki ziibi,,50000,,River//Cours d'eau
-9576341.13252074,6128209.21251434,3242,German Lake,Lac German,,,50000,,Lake//Lac
-9547120.68197511,6160404.8267278,3243,Lake PUK 19,,,Name given during the 1990 - 1994 Aquatic Resources Inventory project,50000,,Lake//Lac
-9550542.41743058,6140840.113576,3244,Frappier Lake,Lac Frappier,,,50000,,Lake//Lac
-9592363.02811098,6173185.38397028,3245,Oiseau Creek,Ruisseau Oiseau,,,50000,,River//Cours d'eau
-9604293.66763053,6201709.47794226,3246,Picture Island,Île Picture,,,50000,,Island//Île
-9583341.2616798,6136541.03805987,3247,Trappers Harbour,Havre Trappers,Nandawenjige nini wiikwed,,50000,,Bay//Baie
-9569797.1179962,6125099.82201211,3248,Lake PUK 20,,,Name given during the 1990 - 1994 Aquatic Resources Inventory project,50000,,Lake//Lac
-9604861.40483346,6217620.33323609,3249,Heron Bay,Heron Bay,,,50000,,Village//Village
-9574378.47412243,6123433.61864174,3250,Steeres Lake,Lac Steeres,,,50000,,Lake//Lac
-9570922.60296372,6119328.840542,3251,Lake 2A6,Lac 2A6,,,50000,,Lake//Lac
-9603529.675123,6199392.65832541,3252,White River Portage,Portage de la Rivière White,Waabishkaa Ziibi,Portage near the mouth of the White River to Lake Superior,,,River feature//Entité fluviale
-9590030.82632596,6153801.84665907,3253,White Spruce Harbour,Havre White Spruce,Migizi awatik goonsing,,50000,,Bay//Baie
-9577456.0163028,6125933.48526594,3254,Cascade Creek,Ruisseau Cascade,,,,,River//Cours d'eau
-9688406.90910611,6211672.32149855,3255,Horace Point,Pointe Horace,,,50000,,Cape//Cap
-9826198.16364434,6204701.49371121,3256,Otter Island,Île Otter,,,50000,,Island//Île
-9678946.59156749,6247244.77078074,3257,Jackfish Lake,Lac Jackfish,,,50000,,Lake//Lac
-9882795.36358545,6189836.56646071,3258,Pounsford Lake,Lac Pounsford,,,50000,,Lake//Lac
-9640747.44835471,6228300.74093113,3259,Thompson Channel,Chenal Thompson,,,50000,,Channel//Chenal
-9738824.24083334,6243354.72884858,3260,Spider Reef,,,,50000,,Undersea feature//Entité sous-marine
-9801400.28594903,6245677.87394289,3261,Caribou Cove,Anse Caribou,,,50000,,Bay//Baie
-9828650.60627748,6201198.49817063,3262,Lowrey Island,Île Lowry,,,50000,,Island//Île
-9801142.92051261,6223444.90472303,3263,Broom Lake,Lac Broom,,,50000,,Lake//Lac
-9696625.40543226,6239105.01168543,3264,Terrace Bay,Terrace Bay,,,250000,,Town//Ville
-9886065.86873544,6164321.56196327,3265,Grass Lake,Lac Grass,,,50000,,Lake//Lac
-9812826.88184969,6252773.01475132,3266,Frog Island,Île Frog,,,50000,,Island//Île
-9800197.96635271,6271682.95618256,3267,Kama Point,Pointe Kama,,,50000,,Cape//Cap
-9872282.05834837,6165240.81846218,3268,Montreal Channel,Chenal Montreal,,,50000,,Channel//Chenal
-9710998.49658907,6244855.80447311,3269,Von Lake,Lac Von,,,50000,,Lake//Lac
-9859687.36021931,6178010.67969454,3270,Seagram Rock,Haut-fond Seagram,,,50000,,Shoal//Haut-fond
-9688574.66167484,6215233.67394839,3271,Hart Lake,Lac Hart,,,50000,,Lake//Lac
-9860798.07861482,6231533.24718511,3272,Ouimet,Ouimet,,Railway siding,50000,,Railway feature//Entité ferroviaire
-9819572.49138852,6202850.54055168,3273,Hawk Island,Île Hawk,,,50000,,Island//Île
-9686237.78330505,6214176.957956,3274,Peninsula Lake,Lac Peninsula,,,50000,,Lake//Lac
-9719615.97186434,6247377.91832591,3275,Walker Lake,Lac Walker,,,50000,,Lake//Lac
-9687885.31349282,6239724.25887947,3276,Cape Harbour,Havre Cape,,,50000,,Bay//Baie
-9749536.69850384,6253668.57000358,3277,Pays Plat Seaplane Base,,,Seaplane base,50000,,Air navigation feature//Entité de navigation aérienne
-9868386.73205048,6166662.66007379,3278,Horseshoe Cove,Anse Horseshoe,,,50000,,Bay//Baie
-9660977.34857135,6237369.24686153,3279,Prairie Cove,Anse Prairie,,,50000,,Bay//Baie
-9683411.62578323,6240952.94119691,3280,Little Nick Rock,Haut-fond Little Nick,,,50000,,Shoal//Haut-fond
-9733679.17145415,6236739.03309705,3281,Swedes Gap,Chenal Swedes,,,50000,,Channel//Chenal
-9837239.12249847,6191588.50513873,3282,Chapleau Island,Île Chapleau,,,50000,,Island//Île
-9889556.02213196,6158575.98380388,3283,Pyritic Island,Île Pyritic,,,50000,,Island//Île
-9815431.16750814,6263879.97151323,3284,Clay Shoal,Haut-fond Clay,,,50000,,Shoal//Haut-fond
-9675374.55721391,6242253.82055971,3285,Little Santoy Lake,Lac Little Santoy,,,50000,,Lake//Lac
-9636424.95036251,6232308.93927724,3286,Premier Mountain,Mont Premier,,,50000,,Mountain//Mont
-9849654.15473667,6193270.05687012,3287,Jean Pierre Bay,Baie Jean Pierre,,,50000,,Bay//Baie
-9793393.74023776,6223435.27163437,3288,Agate Island Wilderness Area,,,,50000,,Conservation area//Zone de préservation
-9785735.3528277,6234389.34761237,3289,Jack Rock,Haut-fond Jack,,,50000,,Shoal//Haut-fond
-9847655.50479086,6177596.27227965,3290,Tyrwitt Island,Île Tyrwitt,,,50000,,Island//Île
-9784466.51080858,6263217.41148135,3291,Cypress Bay,Baie Cypress,,,50000,,Bay//Baie
-9849599.84969272,6249424.17060368,3292,Hurkett,Hurkett,,,50000,,Village//Village
-9821376.1836782,6262507.6121381,3293,Five Mile Point,Pointe Five Mile,,,50000,,Cape//Cap
-9711073.75383848,6242428.25198767,3294,Lamont Lake,Lac Lamont,,,50000,,Lake//Lac
-9682353.92006193,6212043.16304809,3295,South Bladder Lake,Lac South Bladder,,,50000,,Lake//Lac
-9787996.72321403,6248837.80070727,3296,Burnt Point Lake,Lac Burnt Point,,,50000,,Lake//Lac
-9808054.99005343,6274508.2060168,3297,Fire Hill Bay,Baie Fire Hill,,,50000,,Bay//Baie
-9876372.71679973,6166756.61608791,3298,Middlebrun Channel,Chenal Middlebrun,,,50000,,Channel//Chenal
-9636167.71155445,6234731.22706332,3299,Neys Lake,Lac Neys,,,50000,,Lake//Lac
-9900180.297945,6194799.56324992,3300,Mackenzie Beach,Plage Mackenzie,,,50000,,Beach//Plage
-9753846.67443185,6232832.49973303,3301,Morn Harbour,Havre Morn,,,50000,,Bay//Baie
-9791107.62396386,6239830.09039728,3302,St. Ignace Island,Île St. Ignace,,,50000,,Island//Île
-9630179.59954988,6234092.38635077,3303,Mink Harbour,Havre Mink,,,50000,,Bay//Baie
-9738717.57581126,6237550.08070202,3304,Wilson Island,Île Wilson,,,50000,,Island//Île
-9813923.64454075,6273413.78240948,3305,East Little Ruby Creek,Crique Little Ruby Est,,,50000,,River//Cours d'eau
-9641610.48457192,6221342.27696129,3306,Allouez Island,Île Allouez,,,50000,,Island//Île
-9892133.37676119,6156165.13746935,3307,Marvin Island,Île Marvin,,,50000,,Island//Île
-9856368.29895889,6210624.02421681,3308,Bent Island,Île Bent,,,50000,,Island//Île
-9791563.37400521,6232099.53902782,3309,Pope Point,Pointe Pope,,,50000,,Cape//Cap
-9746729.95171745,6237914.42995377,3310,Chummy's Harbour,Havre Chummy's ,,,50000,,Indian reserve//Réserve indienne
-9617789.99468043,6229232.27546383,3311,Meaux Shoal,Haut-fond Meaux,,,50000,,Shoal//Haut-fond
-9860308.92727155,6182570.84035559,3312,Cowie Point,Pointe Cowie,,,50000,,Cape//Cap
-9739623.4426043,6234556.83589978,3313,Wilson Island Harbour,Havre Wilson Island,,,50000,,Bay//Baie
-9704805.08843876,6234722.4012091,3314,Keith Rocks,Haut-fond Keith,,,50000,,Shoal//Haut-fond
-9824914.94377763,6277137.06339071,3315,The Lagoon,The Lagoon,,Lagoon along the Nipigon River,50000,,River feature//Entité fluviale
-9689801.52185773,6212746.18092612,3316,Pass Lake,Lac Pass,,,50000,,Lake//Lac
-9668628.28159591,6232440.90577627,3317,Cork Cove,Anse Cork,,,50000,,Bay//Baie
-9893681.89071685,6197645.25096508,3318,Amethyst Harbour,Havre Amethyst,,,50000,,Bay//Baie
-9871696.70069924,6211931.96101423,3319,Caribou Lake,Lac Caribou,,,50000,,Lake//Lac
-9842273.48035703,6197002.70251373,3320,Zeolite Point,Pointe Zeolite,,,50000,,Cape//Cap
-9782011.26239274,6238208.95256397,3321,King Lake,Lac King,,,50000,,Lake//Lac
-9807759.06199146,6211895.85883219,3322,Cedar Island,Île Cedar,,,50000,,Island//Île
-9775642.69095921,6232975.89234296,3323,Red Truck Lake,Lac Red Truck,,,50000,,Lake//Lac
-9799737.12009558,6243095.8280948,3324,Muir Lake,Lac Muir,,,50000,,Lake//Lac
-9824935.31610203,6265109.67634558,3325,Red Rock,Red Rock,,,50000,,Town//Ville
-9684815.08636821,6218840.66946101,3326,McGreevy Harbour,Havre McGreevy,,,50000,,Bay//Baie
-9880255.60173883,6210922.36775857,3327,Mirror Lake,Lac Mirror,,,50000,,Lake//Lac
-9885923.46674265,6162546.68571589,3328,Crosse Rocks,Roches Crosse,,,50000,,Shoal//Haut-fond
-9797484.18793723,6222091.23631338,3329,Devil's Gap,Chenal Devil's,,,50000,,Channel//Chenal
-9813632.91999946,6214392.64212958,3330,Moss Harbour,Havre Moss,,,50000,,Bay//Baie
-9680879.30882943,6213860.05476237,3331,Heather Lake,Lac Heather,,,50000,,Lake//Lac
-9707189.48975196,6234344.2698889,3332,Noname Bay,Baie Noname,,,50000,,Bay//Baie
-9705859.06334994,6235141.14374218,3333,Kelly's Harbour,Havre Kelly's ,,,50000,,Bay//Baie
-9798198.21288301,6256483.60591083,3334,MacKinnon Point,Pointe MacKinnon,,,50000,,Cape//Cap
-9702473.09401843,6237036.91594647,3335,Taylor Island,Île Taylor,,,50000,,Island//Île
-9712538.86749867,6244754.07862279,3336,Craft Lake,Lac Craft,,,50000,,Lake//Lac
-9776200.21619775,6262598.20553105,3337,Gurney Mountain,Mont Gurney,,,50000,,Mountain//Mont
-9681179.33801249,6213011.89577782,3338,Duck Lake,Lac Duck,,,50000,,Lake//Lac
-9768588.54295547,6233582.22481717,3339,Grotto Point,Pointe Grotto,,,50000,,Cape//Cap
-9759322.31340665,6258904.20590271,3340,Cavers Hill,Mont Cavers,,,50000,,Mountain//Mont
-9667023.74895929,6237788.70479259,3341,Steel,Steel,,Railway siding,50000,,Railway feature//Entité ferroviaire
-9700849.89738561,6235750.62345199,3342,Lyda Bay,Baie Lyda,,,50000,,Bay//Baie
-9831065.92005725,6209793.84774667,3343,Shesheeb Bay,Baie Shesheeb,,,50000,,Bay//Baie
-9787405.08612303,6229183.33185981,3344,Whelan Shoal,Haut-fond Whelan,,,50000,,Shoal//Haut-fond
-9818091.83209117,6205989.4412945,3345,Agate Point,Pointe Agate,,,50000,,Cape//Cap
-9741692.71065737,6249674.78733153,3346,Lost Lake,Lac Lost,,,50000,,Lake//Lac
-9888450.8596708,6169562.51351922,3347,Scum Lake,Lac Scum,,,50000,,Lake//Lac
-9804036.72779041,6271719.97108206,3348,Cooper Point,Pointe Cooper,,,50000,,Cape//Cap
-9886967.6505148,6178060.62518504,3349,Twinpine Lake,Lac Twinpine,,,50000,,Lake//Lac
-9688130.33770748,6223368.03390271,3350,Frank Rock,Haut-fond Frank,,,50000,,Shoal//Haut-fond
-9671705.34579711,6244479.11953425,3351,Santoy Lake,Lac Santoy,,,50000,,Lake//Lac
-9796061.15829359,6240008.74988721,3352,Antler Creek,Crique Antler,,,50000,,River//Cours d'eau
-9769303.33377209,6260253.52647235,3353,Gravel,Gravel,,Railway siding,50000,,Railway feature//Entité ferroviaire
-9677671.75728569,6245285.18162605,3354,Sawmill Lake,Lac Sawmill,,,50000,,Lake//Lac
-9703441.10450985,6236588.25576156,3355,Terrace Bay,Terrace Bay,,,50000,,Bay//Baie
-9705187.25290459,6241428.53129256,3356,Hays Lake,Lac Hays,,,50000,,Lake//Lac
-9873765.74507716,6219801.1934654,3357,Pike Lake,Lac Pike,,,50000,,Lake//Lac
-9824670.51270393,6270241.75722161,3358,Nipigon River,Rivière Nipigon,,,50000,,River//Cours d'eau
-9799451.82505218,6241200.87168566,3359,Williamson Lake,Lac Williamson,,,50000,,Lake//Lac
-9893481.11144314,6155669.64494166,3360,Trowbridge Island,Île Trowbridge,,,50000,,Island//Île
-9694521.87963718,6246639.17079416,3361,Perch Lake,Lac Perch,,,50000,,Lake//Lac
-9620736.38744372,6233965.74812082,3362,Charleroi Point,Pointe Charleroi,,,50000,,Cape//Cap
-9770647.11963685,6260845.65010292,3363,Gravel River,Rivière Gravel,,,50000,,River//Cours d'eau
-9685900.01977513,6236793.03792982,3364,Cape Victoria,Cap Victoria,,,50000,,Cape//Cap
-9851065.6780054,6180473.5004667,3365,Elson Rock,Haut-fond Elson,,,50000,,Shoal//Haut-fond
-9894912.73899027,6197797.28511444,3366,Amethyst Beach,Plage Amethyst,,,50000,,Beach//Plage
-9848844.11742674,6191973.90337457,3367,Jean Pierre Point,Pointe Jean Pierre,,,50000,,Cape//Cap
-9856672.7711927,6216621.28395568,3368,Moose Bay,Baie Moose,,,50000,,Bay//Baie
-9764514.73555146,6257146.81370574,3369,Oldman Shoal,Haut-fond Oldman,,,50000,,Shoal//Haut-fond
-9810090.50517063,6218889.34178289,3370,Nipigon Strait,Détroit Nipigon,,,50000,,Channel//Chenal
-9779389.24710598,6242720.58717518,3371,West Kenny Lake,Lac West Kenny,,,50000,,Lake//Lac
-9632265.87511163,6232274.61062645,3372,Lone Pine Point,Pointe Lone Pine,,,50000,,Cape//Cap
-9836605.50713185,6194269.06647419,3373,Spain Island,Île Spain,,,50000,,Island//Île
-9822104.78556349,6204958.63435669,3374,Dawson Lake,Lac Dawson,,,50000,,Lake//Lac
-9627830.85380882,6235610.84198056,3375,Red Sucker Cove,Anse Red Sucker,,,50000,,Bay//Baie
-9670305.85695878,6238224.70467902,3376,Johnny Lake,Lac Johnny,,,50000,,Lake//Lac
-9862824.38180683,6176899.86721062,3377,Doris Island,Île Doris,,,50000,,Island//Île
-9804059.40122085,6214375.34246773,3378,Tremblay Island,Île Tremblay,,,50000,,Island//Île
-9727512.20606381,6250275.77767,3379,Whitesand Lake,Lac Whitesand,,,50000,,Lake//Lac
-9891284.49959725,6157355.94737711,3380,Ship Island,Île Ship,,,50000,,Island//Île
-9623263.30434475,6235355.69045363,3381,Craddock Cove,Anse Craddock,,,50000,,Bay//Baie
-9743666.8766557,6248378.25710837,3382,Little Lake,Lac Little,,,50000,,Lake//Lac
-9895261.45308951,6196641.35426976,3383,Lambert Island,Île Lambert,,,50000,,Island//Île
-9891154.1285254,6173930.18027197,3384,Hoorigan Bay,Baie Hoorigan,,,50000,,Bay//Baie
-9892863.47644097,6197317.58407222,3385,Perry Point,Pointe Perry,,,50000,,Cape//Cap
-9786641.62834269,6233308.82983128,3386,Fraser Point,Pointe Fraser,,,50000,,Cape//Cap
-9888291.28880242,6174766.91438333,3387,Verandah Lake,Lac Verandah,,,50000,,Lake//Lac
-9732750.84577148,6253782.42140967,3388,Sox Lake,Lac Sox,,,50000,,Lake//Lac
-9850165.85341062,6182272.41515959,3389,Kemp Shoal,Haut-fond Kemp,,,50000,,Shoal//Haut-fond
-9875881.60921149,6188193.23456248,3390,Kay Lake,Lac Kay,,,50000,,Lake//Lac
-9872327.03495163,6220303.58954195,3391,Sward Lake,Lac Sward,,,50000,,Lake//Lac
-9755817.75927798,6261374.56807652,3392,Upper Nishin Lake,Lac Upper Nishin,,,50000,,Lake//Lac
-9638947.81072379,6226488.95975141,3393,McDonald Islands,Îles McDonald,,,50000,,Island//Île
-9716913.02413237,6248347.18035132,3394,Rennie Lake,Lac Rennie,,,50000,,Lake//Lac
-9678091.79942462,6221627.80970894,3395,Spar Island,Île Spar,,,50000,,Island//Île
-9895032.47160994,6167583.42618793,3396,The Sleeping Giant,,,,50000,,Toponymic feature type as defined in the canadian geographical names database//Catégorie non fournie par la Base de données toponymiques du Canada
-9745687.64297303,6245319.87467558,3397,Rossport Point,Pointe Rossport,,,50000,,Cape//Cap
-9691015.84965693,6216162.96794952,3398,Golden Slipper,,,,50000,,Cape//Cap
-9713556.5578412,6240400.70524343,3399,East Pond,,,,50000,,Lake//Lac
-9759977.17611815,6260675.07795309,3400,Claire Lake,Lac Claire,,,50000,,Lake//Lac
-9747011.35430767,6236106.24296729,3401,Chummy's Island,Île Chummy's,,,50000,,Island//Île
-9817435.60309629,6260002.17349974,3402,Burnt Island,Île Burnt,,,50000,,Island//Île
-9803523.97344891,6277598.84789963,3403,Fire Hill,Mont Fire,,,50000,,Mountain//Mont
-9880431.99046139,6187477.02854924,3404,Lizard Lake,Lac Lizard,,,50000,,Lake//Lac
-9824480.28179672,6204388.99524276,3405,Herron Point,Pointe Herron,,,50000,,Cape//Cap
-9822898.74854473,6268499.97761692,3406,Cook Point,Pointe Cook,,,50000,,Cape//Cap
-9745636.02402881,6232983.3389915,3407,Battle Island,Île Battle,,,50000,,Island//Île
-9676545.72328785,6246536.42925231,3408,Moon Lake,Lac Moon,,,50000,,Lake//Lac
-9736849.45454544,6238663.09174552,3409,Coffee Lake,Lac Coffee,,,50000,,Lake//Lac
-9692968.05106439,6218424.28755991,3410,Barnard Point,Pointe Barnard,,,50000,,Cape//Cap
-9885395.99960687,6180405.84491213,3411,Norwegian Lake,Lac Norwegian,,,50000,,Lake//Lac
-9754843.32392398,6230780.09011688,3412,Legault's Rock,Haut-fond Legault,,,50000,,Shoal//Haut-fond
-9753238.57062032,6233601.7773802,3413,Elizabeth Lake,Lac Elizabeth,,,50000,,Lake//Lac
-9868322.37917645,6163538.80082177,3414,Point Porphyry,Pointe Porphyry,,,50000,,Cape//Cap
-9830072.24359924,6194187.14644652,3415,Montgomery Island,Île Montgomery,,,50000,,Island//Île
-9698399.72753421,6237675.07304967,3416,Aguasabon Gorge,,,,50000,,River feature//Entité fluviale
-9874274.61914109,6186880.51902141,3417,Joe Creek,Crique Joe,,,50000,,River//Cours d'eau
-9761991.38440298,6230371.37243072,3418,Grebe Point,Pointe Grebe,,,50000,,Cape//Cap
